author,comment,likeCount,publishedAt
@MUHAMMADAMIN-gr5sf,"konten yg ditunggu2, ""mendang mending""",0,2025-10-31T03:19:16Z
@Detective_Batman,"Untuk keamanan iphone.
Untuk suka-suka Xiaomi.",0,2025-10-31T03:16:56Z
@mizanulhaq9098,Alhamdulillah masih pakai Xiaomi note 5,0,2025-10-31T03:16:10Z
@evansalparis9420,Harusnya judulnya bukan untuk kaum mendang mending 😅,0,2025-10-31T03:09:45Z
@anitafransisca,Akhirnya yg ditunggu tunggu di spill juga 🤩🥰,0,2025-10-31T03:06:45Z
@draculy,"Apakah tidak punya teknologi pendingin khusus xiomi? 

Mendang mending banget😂",0,2025-10-31T02:54:09Z
@izheofficial4916,Info dong 17pro atau promax bakal masuk indo ga?,0,2025-10-31T02:48:53Z
@hamidaisyah3023,samsung a32 ku ketar ketir liat ini,0,2025-10-31T02:48:43Z
@UnikpediaChannel-f4c,ngetes gamenya gelembung sahabat mulu wkwk,0,2025-10-31T02:43:17Z
@sugengmangkulangit,"Xiomi sama redmi beda nya apa ya serius nanya,,,, aku pake redmi note 10",0,2025-10-31T02:43:10Z
@iqbalreny1227,"kalo untuk packaging sih mnurut gua gk terlalu jadi masalah, malahan msih dpt bonus hard case! lah iP dpt bonus hard case gak? 😂😂😂
kalo buat design emang btul bang iP niru pabrikan xiaomi yaitu POCO.!

kalo untuk tampilan gambar wallpaper mnurut gua gk  terlalu, yang penting INOVASI TEROBOSAN! LAH ITU IP BLAKANGNGYA SGEDE GABAN CUMA NGASIH BINGKAI DOANG FUNGSINYA APA ITU BINGKAI, GADA LAYARNYA KAN! UDAH JELAS SIH KALO MASALAH INOVASI IP KETINGGALAN. 1 LAGI SOAL ( AI ) IP KTINGGALAN JAUH.",0,2025-10-31T02:40:12Z
@AchmadRipaldi-li5sg,Inopasi sih ini bener2 sangad inopasi 🤣,1,2025-10-31T02:39:13Z
@juliansamuel91,1+7 kan 8,0,2025-10-31T02:38:52Z
@Simhad,"Real emang kalo user iPhone pasti bakal biasa aja liat ini, krn secara user interface+pride lebih enak walopun inovasi lebih menang xiaomi",0,2025-10-31T02:35:20Z
@karim-i8c5m,di 2030 xiaomi bakal pull layar depan belakang 😂😂,0,2025-10-31T02:34:06Z
@painttendo,"B aja Deng gw kira wow gtu hh, better Vivo seri X lah😂",0,2025-10-31T02:28:30Z
@SaveMendoan,"Apple mah brandingnya cuma buat para artis,pejabat sma cwe2 doang yg ga ngerti2 amat teknologi dan inovasi,mrka taunya gaya2an doang,klo iphone itu hp bagus hpnya orang kaya.maka nya rata2 iphone larisnya ya sama cwe2 doang.",0,2025-10-31T02:26:56Z
@arjunacard4104,"spek dapet...
gaya dapet...
murah dapet..",0,2025-10-31T02:26:12Z
@teguhprastyo1427,mantap,0,2025-10-31T02:25:25Z
@AGimmmmm,"Selanjut nya Redmi Note 15 5G ,Redmi Note 15 5G Pro,Redmi Note 15 5G PRO PLUS YANG Sudah lauching di china yang kata nya tahan banting sama tahan air panas extrim 20:30",0,2025-10-31T02:22:41Z
@bujankk,Bahas iqoo z10r bg🥺,0,2025-10-31T02:22:33Z
@nicolas24105,bang review Infinix note 50s dong 😅,1,2025-10-31T02:11:15Z
@adamfirmansyah792,"Poco X6 dibagian kamera kaca, ngebantu banget buat selfie pake kamera belakang, tapi dengan catatan harus clean biar keliatan wkwkwkwk tapi ngebantu lah",0,2025-10-31T02:04:00Z
@cacavvip8881,Ini yg di tunggu tnggu,0,2025-10-31T01:55:30Z
@AdidIrmawan-t9r,"Hahaha baru kmaren saya comen ,ehhh uda jdi video nya",0,2025-10-31T01:54:15Z
@JangOtek,wow,0,2025-10-31T01:48:13Z
@mrr4063,Itu david pakai kacamata apa yaaa ?,0,2025-10-31T01:40:45Z
@anythingcouldhappen13,"saat hasil foto xiaomi kalau di post di ig story gak burik, kalah udah iphone mah",0,2025-10-31T01:34:35Z
@fathurrozak573,"Nonton dengan hp sharp R 3 deat touch, ngetik pake keyboard portabel😮😂😂",0,2025-10-31T01:33:10Z
@Wkztsfqy717,walaupun yng lain review gw ttp nungguuin lu bqng,0,2025-10-31T01:26:00Z
@riahani857,Oppo a6pro bang 🙏🙏🙏,0,2025-10-31T01:21:14Z
@Ainurwahyudi-m9d,"Pengen banget iiiih yakin apa maksain beli yg belom resmi indo, apa nunggu masuk indo aja yaa? Saran dooong",0,2025-10-31T01:20:15Z
@awanirawan643,"Coba review motorola g45 5G, sama Vivo 19s GT 5G",0,2025-10-31T01:14:36Z
@aldocekrekofficial2213,Android tetap aja android,0,2025-10-31T01:12:49Z
@GustiRanda-o8h,Udah di pake nge game ama RRQ XIN belum seminggu di pake mati tiba tiba,0,2025-10-31T01:06:06Z
@saecode,Sebagaimana dulu Apple era Steve menantang produk-produk besar sekarang era nya mereka di tantang dan pada akhirnya siklus nya akan bergeser.,0,2025-10-31T01:05:11Z
@Henzy64,20:57 ga expect sumpah🤣🤣🤣yg masang aja kaget sama muka sendiri apalagi yg nonton 🤣🤣,0,2025-10-31T01:04:57Z
@Restuodipriyatna,Sumpah momen kocag bgt foto bang david di layar belakang  mana mata nya pas bgt bulat nya sama kamera belakang  nya,0,2025-10-31T01:01:31Z
@putrinurin-v8b,"02:33 Ya Tuhan, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 bikin speechless! Visualnya memanjakan mata, ceritanya penuh makna, dan untungnya luar biasa. Top banget! 👏",0,2025-10-31T00:55:04Z
@KeceKece-s9c,"00:25 Gak sabar share ke temen soal ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴! Ceritanya bikin penasaran, kemenangannya bikin happy. Ayo main bareng! ❤️",0,2025-10-31T00:55:04Z
@rakaImsyaki-n7g,"09:45 ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴, terima kasih buat pengalaman seru! Ceritanya bikin mikir, visualnya keren abis! 💎",0,2025-10-31T00:55:02Z
@ZakiHerlambang-c7u,"Keren banget ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴! Nggak cuma soal menang, tapi pengalaman yang nyentuh hati. Mantap! 💖",0,2025-10-31T00:55:01Z
@AhmadCahyadi-x1h,"Ya Tuhan, ❤𝐌𝐎𝐍𝐀 𝟒𝐃🔴 bikin speechless! Visualnya memanjakan mata, ceritanya penuh makna! 👏",0,2025-10-31T00:54:57Z
@pagiall2610,Pingin iPhone 😔,0,2025-10-31T00:53:38Z
@hendar870,Xiomi 11 Ultra lebih dulu bang,0,2025-10-31T00:49:34Z
@alfianiam4341,Redmi k90 pro max,0,2025-10-31T00:47:46Z
@MitraEka,xiaomi mi 11 ultra udh gitu bang,0,2025-10-31T00:46:57Z
@rangerbiru12,Liburannya GK main2 ke  mamarika..😮,0,2025-10-31T00:27:06Z
@19yearsago61,Tapi bentuk begitu kan xiomi poco  delua,0,2025-10-31T00:16:02Z
@gustia4076,Melihat ini Apple serasa jadi KW nya Xiaomi ,0,2025-10-31T00:13:21Z
@indrazepp6723,Ga setuju gwa loe bilang brand experiment hahaha di china laku keras ni barang om,0,2025-10-31T00:03:02Z
@agiladam9538,"Perang perdagangan antara dua negara besar CHINA VS AMERIKA, 2 Raksasa dunia industri...
Target Pasar : INDONESIA 😂",0,2025-10-30T23:55:08Z
@alfafiveone1300,"Hei hei hei.... 17... 1+7=8, hoki cuy",0,2025-10-30T23:46:50Z
@Harmony77,Mantap,0,2025-10-30T23:38:40Z
@Harmony77,👍,0,2025-10-30T23:37:00Z
@indaharinaputri9709,Bang iphone 16 promax vs iPhone 17 promax kapan?😢😢,0,2025-10-30T23:25:51Z
@untungwahyudi1,Xial Quandrad 😅,0,2025-10-30T23:23:48Z
@faisaljunior9851,bang bahas iqoo Z10R bang,0,2025-10-30T23:11:00Z
@rahmathidayatvlog,Waw boleh lah di beli nih buat ngonten,0,2025-10-30T23:05:31Z
@deadwood21plus,"Kenapa boxnya panjang gitu ya, kayak bungkus Jenang Kudus 😂",0,2025-10-30T23:02:29Z
@teafrost3041,"soal inovasi mungkin udah bisa nyaingin ip yaa. 
tp kenapa tidak berpikir untuk nyaingin yang bikin orang-orang pilih iphone? kamera utama kamera depan ip semua nya bagus.
klo brand lain mungkin bisa nyaingin kamera utamanya, tapi kamera depan masih kalah dari ip.",0,2025-10-30T22:44:52Z
@tigortigor8442,"Klu menurut sy..brend xiaomi dan redmi emang ok.cuman main game mudah panas hpnya.
Sy rasa batrai besar begitu,hanya angka aja.tapi mudah habis batrai nya xiaomi dan redmi😂😂",0,2025-10-30T22:42:20Z
@arinamanasikana4309,Tiap launching android selalu heboh buat bandingkan dgn iphone 🤣 dan ujung-ujungnya jauh dibawah iphone dan gak laku,0,2025-10-30T22:39:03Z
@TahrirAlFatih,Wellcome back om David! 🥹,0,2025-10-30T22:38:50Z
@sitinuruntung5877,masih ada jitter nyaa,0,2025-10-30T22:34:16Z
@imammutakim639,17 pro max belum lu riview boyyyy,0,2025-10-30T22:22:06Z
@khairielakbar34,Bukan niru sih xiaomi malah nunjukin ke apple 17 promax itu buat begini,0,2025-10-30T22:07:41Z
@tabranythoha4453,"bukannya tahun"" kemaren ada realme kl gk salah, yang belakang glossy bisa buat cermin. . . tapi ya designnya jd kurang bagus sih",0,2025-10-30T22:02:50Z
@astraBoc,"Bang review Nokia 808 PureView 2012 dong bang yang katanya ""I'am from the Future"" karna Sensornya 1/1,2inch yg menjadi trend sekarang bahkan foto dan video cukup menarik perhatian 😎

Welcome in 2012 😂",0,2025-10-30T21:52:39Z
@topijerami6461,"Yang ditunggu tunggu,,",0,2025-10-30T21:45:08Z
@abbaycvlr,Sial²😂,0,2025-10-30T21:40:12Z
@fitriahardianto8118,"Gimana ceritanya Xiaomi niiru iPhone 😅 apa david lupa dulu beberapa tahun yg lalu pernah review Xiaomi yg ultra ultra an belakangnya juga begitu , walaupun saat itu dikasih touchsreen kecil doang di sebelah kamera belakang nya itu tapi dpt kamera telephoto yg nge zoom super jauh..   belum lagi para POCO versi murah yg selalu pake desain jelek  macam gitu..",0,2025-10-30T21:33:24Z
@RioRio-gv7uh,Review oppo find x9 bg,0,2025-10-30T21:31:49Z
@mrmistiqiu,"YG DIRINDUKAN DARI SUATU HP ADALAH GRATISAN ANTIGORES,CASHING DAN HEDSHEET",0,2025-10-30T21:31:34Z
@zidotakashiki6606,Bang coba review iqoo 15 plss 😢,0,2025-10-30T21:19:42Z
@tvshinobi409,Pertama kali pakai xiaomi dari 2017 sya pakai redmi note 5 sampai redmi not 12 di 2025 bahkan xiaomi redmi note 5 ku masih di pakai sama adik sya sampai sekarang 😂 . Bgtu handalnya xiaomi .,3,2025-10-30T21:15:39Z
@VanApan-p4g,Yg bikin sial itu dosa yg merugikan orang lain.. bukan angka-angka😊,0,2025-10-30T20:30:31Z
@dinabudiawan1579,Vivo s30 pro mini bang 😭😭,0,2025-10-30T20:27:34Z
@Bagusprayogo-g3u,"Gua pengen kerja sama lu bang David , jadi apa aja",0,2025-10-30T20:14:38Z
@naajiiibb_,kapan reviuw iphone nya bang asli dah lama bet,0,2025-10-30T19:36:24Z
@smassalambon,1+7=8. Jadinya hoki jg 😅,1,2025-10-30T19:33:24Z
@sakdiahpelawi204,Abangda bikin review tablet ter worth it dibeli di tahun 2025 dong.. 🙏🙏🙏,1,2025-10-30T19:32:36Z
@itsazalea8771,Kurang panjang boxnnya,0,2025-10-30T19:21:10Z
@Kompaskino,Apakah dengan adanya layar di belakang bisa di sebut inovasi bertanya dengan nada pelan,0,2025-10-30T18:51:01Z
@jerichoyusufa_,mantap,0,2025-10-30T18:48:39Z
@radityawikrama5495,p,0,2025-10-30T18:43:52Z
@DianNasir,Wow😮,1,2025-10-30T18:41:11Z
@fanyalvila3568,REALME 15 T BANG,0,2025-10-30T18:31:16Z
@novadefita7025,berapa hargaa?,0,2025-10-30T18:24:58Z
@Iamokay8784,"XIAOMI tolong buka pabrik di Indonesia donk, biar orang Indonesia yang mumpuni dapat pekerjaan yang layak, kalau Xiaomi bisa terus berinovasi lebih dari Apple itu luar biasa untuk Xiaomi",1,2025-10-30T18:22:27Z
@suryaramadhan6094,Riview oppo find X9 bang,0,2025-10-30T18:21:35Z
@2SISI2,"Pas David bilang ada yang kurang otaku langsung jawab SIM ejektor😂 udah biasa di review terus gaada, jadi David langsung kerasa ada yang kurang😂",2,2025-10-30T18:21:15Z
@aziyzaudiobojonegoro7437,mantap,0,2025-10-30T18:18:11Z
@AhmadSafii-ei8cr,I phone yang jiplak xiaomi ama poco ya ya didunia pergedetan memang saling jiplak 😂,0,2025-10-30T18:15:41Z
@KEMALREZA1,Xiaomi nyenggol iPhone siap siap diembargo trump jadi gabisa beli processor mantap,0,2025-10-30T18:12:32Z
@yudianyudian7606,"Xiaomi tunjukin gebrak ""Gue berusaha bisa buat seperti buatanmu"" Ini gue tujukin dgn harga yg terjangkau buat kita2 semua",0,2025-10-30T18:10:42Z
@Arul1608,"oppo find x 9 dong bang, keren ni kayanya",1,2025-10-30T18:06:42Z
@thelastchange3346,"Tapi desain gitu udah ada dulu, bukan iphone yg duluan.",0,2025-10-30T18:03:00Z
@topanraditya5340,Siap siap ipong mewek😅😅,0,2025-10-30T17:55:28Z
@Juventus1903Chelsea,VIVO X300 PRO & VIVO X300 ULTRA,0,2025-10-30T17:51:10Z
@propertystory8987,15 juta dapet android yg niru brand nomer 4 marketcap dunia? 😂.  Wkwkwkwk. .,0,2025-10-30T17:47:46Z
@kikikekukuki8257,"kasihan banget deh penyepong buah2an, gara2 kemakan gengsi. mata dan hati pun tertutup dengan reality.",0,2025-10-30T17:46:18Z
@aarav4x4,POCO M3 : niru gw lo pada🗿,0,2025-10-30T17:46:00Z
@gimeunjung9769,Fix beli Xiaomi!,0,2025-10-30T17:40:07Z
@KazeKaze-c9w,Xiaomi 11 juga jendela bang,0,2025-10-30T17:32:38Z
@MuhammadUlvia,"Handphone nya Panas 🔥.

Sorry ngak tertarik 😅",0,2025-10-30T17:32:15Z
@Darao-wy8qd,"Dari rom 512 GB ke Rom 1 TB nambah nya cuma 1,65 juta baik hati sekali nie pihak Xiaomi 😊😊",2,2025-10-30T17:29:31Z
@muhammadfadliisc-i9118,review blunder,0,2025-10-30T17:19:08Z
@Cem2an_Damen,"GBLK bgt Napa ya nama dan desain di mirip2in, padahal jelas lebih unggul, malah ngangkat nama iPhone, jelas2 brand iPhone sudah tertinggal dan tidak ada inovasi",0,2025-10-30T17:17:33Z
@xxpip,Coba hp poco c75 bg,1,2025-10-30T17:14:44Z
@subscribedong5305,"iphone jualan gengsi, tp pelit inovasi
bakal senasib kya blackberry ntar kalo tetep patok harga mahal minim keunggulan",0,2025-10-30T17:09:42Z
@dmoro977,2025 kok dia ga c to c ya charger nya... aneh,0,2025-10-30T17:06:00Z
@pororo1324,kurang xiaomi air aja wkwk,0,2025-10-30T17:02:30Z
@malikahastajim8013,"Iphone dibuat di negara mana ya? Made in China kah? 😅 Jangan jangan yg bikin sama sama orang sana, makanya bisa contek contekan?",0,2025-10-30T17:00:43Z
@Raphzeaa,"""Kalau kualitas video walaupun bagus, tapi tidak bisa membuat iphone iri""
Keliru bg, bukan cuma kualitas video....  Keamanan, UI + OS, Jaminan Update termasuk efisiensi IOS yg justru membuat Somay bakso ini iri :3

sampai brandingan pun ikut2 an jir, sebangga itu mereka dijuliki Apple🤣🤣",0,2025-10-30T16:54:57Z
@kontenherex5112,Bang review oppo find x9 pro,0,2025-10-30T16:38:18Z
@TanakaKou_13,xiaomi udah duluan bang dari seri Xiaomi 11Ultra modelnya begitu juga belakangnya,0,2025-10-30T16:37:18Z
@aryantodeng3283,"Ko @david.. Tolong rekomend HP bs gaming dan nonton.. 
Klo ambil ROG ud ketinggalan utk thn 2025..kcuali ROG mw keluarin yg terbaru utk 2026..
Hrg kisaran 15 - 25 ms ok..",0,2025-10-30T16:31:01Z
@user-vr7us9dp4p,Bang Kapan riview VIVO 300 PRO,0,2025-10-30T16:27:31Z
@VianKaslana-u6s,"Sekarang balik lagi hp kan untuk kebutuhan sehari"" yg mudah di bawa
Kalo mau main untuk game berat dan ga panas yah mending ke pc aja udh gitu daripda banding bandingin",0,2025-10-30T16:22:38Z
@AlexandroTantri-be4ox,EMG udh keluar Xiaomi 17 pro,0,2025-10-30T16:22:25Z
@bayuprasetyo9348,Review HP VERTU koh😁,0,2025-10-30T16:20:28Z
@WidiyantoPutra-e9r,Aku suka hasil warna dri kameranya,0,2025-10-30T16:19:23Z
@edhoplg,"duhhh bingung pilih apa

antara cilok sama batagor karena duit cuma 5rb 🤔",0,2025-10-30T16:16:27Z
@derifirmansyah843,Poco nya dijual bang?,0,2025-10-30T16:15:58Z
@aviator0186,"kalo rear screen nya bisa play video, bisa difungsikan seperti teleprompter tuh",0,2025-10-30T16:15:46Z
@GilangArdi-b9y,bang bagi 1 dong buat bikin konten😅,0,2025-10-30T16:08:54Z
@ichwanulputraperdana3676,23:53 suranya kerasa beda pas pakai kamera belakang jadi kayak muddy gitu,0,2025-10-30T16:06:44Z
@onesiji8503,Jauh lebih baik Xiaomi dr iPhone,0,2025-10-30T16:04:39Z
@TaufikHidayat-eg5zx,Sony k800i perna punya gokil,0,2025-10-30T16:01:53Z
@sagion_juzakwan,AKHIRNYAAAA...!! XIOAMI 17PRO MAX🎉,0,2025-10-30T15:59:45Z
@irgaa7273,Review laptop lagi bang edesi 2025,0,2025-10-30T15:58:25Z
@SundariNeweNewe,HP nya Ga cocok Kalo nonton film biru 😂,0,2025-10-30T15:58:12Z
@RaiPro-p6s,جاس,0,2025-10-30T15:55:26Z
@DrinarEvan,"Bang david, update video laptop terbaik di akhir 2025 dongg
udah hampir setaun nih belom update ",0,2025-10-30T15:54:31Z
@NiamBaihaqi-l2w1l,"Kurang lengkap gasih mas,harusnya layar belakang masih ada game nya,tapi pake case khususnya gatau apa namanya",0,2025-10-30T15:50:38Z
@TerateOfficial22,Bahas tecno spark go 2 bng davit,0,2025-10-30T15:48:44Z
@AaronHoei-p3m,Tetap kalau mau durable ya iphone,0,2025-10-30T15:47:24Z
@DuniaMainan-p1r,TUMBEN BANG HP YANG DI RIVEIEW BULUK AMAT. DI DEKET KAMERA BANYAK DEBU NYA.,0,2025-10-30T15:46:06Z
@vevivika6264,Please review iqoo 15 dong kak David,0,2025-10-30T15:44:30Z
@lukmansyah5318,Relmi gt8 pro,0,2025-10-30T15:37:52Z
@yovantaoktananda8600,Xiaomi terlalu bagis mending beli iphone,0,2025-10-30T15:37:00Z
@dyazwp-23,Sekedar info katanya bisa switch langsung dari kamera depan ke kamera belakang,0,2025-10-30T15:36:38Z
@ALIFNET-ID,"1,3 JT luar biasa guru jadikan aku muridmu",0,2025-10-30T15:35:00Z
@AuliaRahmanl,"1.326.781 x ditonton  1 hari yang lalu
1.326.781 x ditonton  29 Okt 2025",1,2025-10-30T15:32:18Z
@AaronHoei-p3m,Kok di oren 19 - 21 jt,0,2025-10-30T15:31:27Z
@JhayTheAngler,Gila baru sehari dah tembus 1jt views bang 🙌🏼🙌🏼🔥🔥,0,2025-10-30T15:29:21Z
@adsenvena7115,di menit 27;09 sampe 27:13 ada 2 kuntil anak duduk di bangku taman,0,2025-10-30T15:26:03Z
@catman5029,Seakan nyindir user Iphone yg biasa selfie pakai kamera belakang di cermin,0,2025-10-30T15:23:16Z
@muhammadsholeh1540,Ini nihhh yang aku tunggu,0,2025-10-30T15:20:46Z
@izzadfarly7083,"Bang david, compare dong Xiaomi 17 pro vs Pura 80 pro 🙏
Atau mgkin bagus mana antara 2 hp tersebut?",0,2025-10-30T15:16:24Z
@laiacanarysolo5393,Tp mahal bgt ya,0,2025-10-30T15:14:30Z
@christianrobertus4609,"sebenernya layar belakangnya jg bs jadi seperti layar depan,bisa buka YouTube,tiktok dll kok",0,2025-10-30T15:13:57Z
@catanddoggmamen7984,bang pernah lewat fyp itu layar belakangnya bisa buat main game ada accessories tambahan gitu nanti game nya kaya main nitendo jadul game nya retro kaya game dulu lahh,7,2025-10-30T15:13:20Z
@laiacanarysolo5393,Yang di tunggu2😂,0,2025-10-30T15:11:22Z
@anwarfirdaus176,Jujur design nya bagusan xiaomi,0,2025-10-30T15:08:29Z
@KhairudinJamasin,24:02 bang david jadi nafari,0,2025-10-30T15:07:25Z
@ridwanahmad9422,"Keren hpnya ,harganya juga keren buat kaum mendang mending kaya gw heee cuma bisa liat doank hee",0,2025-10-30T15:06:14Z
@windielielie3241,"syukur udh ke beli kemarin, xiaomi pro max 16/512 varian ungu",1,2025-10-30T15:06:10Z
@rabiatulwahdah4476,Waaaa maaf Apple .. kali ini gw ke checkout ini 😢😂,1,2025-10-30T15:04:20Z
@Dena_Piper,Ada yg ketinggalan bang itu layar belakangnya bsa buat maen game lohh,0,2025-10-30T15:03:32Z
@hiuwilliamhartono3897,dhiarcom uda lebih dulu review nih ...,0,2025-10-30T15:02:16Z
@daylon4779,"Maap yaa 
Saya sbg user ip g pernah sekalipun nyenggol android.
Malahan temen2 saya yg 90% user android selalu nyenggol2 tapi y biarin.
Contohnya batrei nya boros, mahal, hp manja dll.

Saya cuman diem senyum terserah.
Ini aku yg makek
Tapi pas foto malah ngomong gini
Yg pakek ip kameranya",0,2025-10-30T14:59:39Z
@fikha67,Dri namanya aja udah jls nyontek 😂,0,2025-10-30T14:57:30Z
@BangApip,"Knp 17, mungkin 1+7=8 bawa hoki.
Sama kenapa kok skip angka 13, karna 1+3=4. Angka sial di China 😂",0,2025-10-30T14:55:46Z
@yunusalamsyah6192,Mungkin lebih bagus kalau xiaomi 17 pro max gk pkek kamera depan. Layarnya makin gk ada gangguan. Kalau mau selfi bisa pkek layar belakang,2,2025-10-30T14:55:37Z
@UminiUmini-e5d,Bang unboxing REDMI K90 PRO MAX,1,2025-10-30T14:52:47Z
@JamieRedknapp-gx5fo,"lama2 5 tahun lagi, hp depan belakang layar semua 🤣",1,2025-10-30T14:51:36Z
@nariswaramahadi,"20:56 aseekk, bahan meme nih wkwkk 😁",0,2025-10-30T14:46:16Z
@RUANG_PODCAST00,moto g86 power terlupakan well,0,2025-10-30T14:35:59Z
@wforh4.0,berharap pas resmi masalah panasnya bisa beres,0,2025-10-30T14:35:35Z
@Aditya_Putra512,"Jelas jelas xiaomi niru iphone, iphone sebenernya udh bikin desain tersebut 3000 tahun lalu",0,2025-10-30T14:34:14Z
@keysensei1021,"Minit yg 25:26 sony sybershot kesukaan ku dulu flash terang gmbar halus boleh ambil gmbar kipas sdang brpusing tahap 3 seolah baling² kipas itu tidak brgerak, sybershot idaman sya dlu aku merasa canggi oleh nya🥴🤣🤣",0,2025-10-30T14:33:05Z
@riyadicobra123,kapan ke di Indonesia,0,2025-10-30T14:26:30Z
@FadlannajeedKarim,"Poco itu anaknya Xiaomi bukan sih
Kalo iya berarti ip yang nyontek Xiaomi",1,2025-10-30T14:25:30Z
@mrsrielix1077,Tetep bang mau sekeren apaapun lawan ny  tetep xiaomi di hati .. 😂,0,2025-10-30T14:22:58Z
@DeriPrayoga-w7q,Honor x9d bang coba di up kenapa nggak muncul di store Indonesia,0,2025-10-30T14:22:50Z
@zamilmustofa6425,8:01 Lupa ya sama mi 11 ultra😅,0,2025-10-30T14:21:37Z
@sh1nchan,"Salfok sama kacamatanya, itu kacamata Xiaomi ya Bang ? 😊",0,2025-10-30T14:17:28Z
@ari151x,"7:35 di FB desain iPhone 17 udah bocor di china dari tahun kemaren bang. Soalnya kemaren ada yg up postingan itu begitu iphone 17 rilis. Desainnya sama banget, ga ada beda sedikitpun",0,2025-10-30T14:16:57Z
@choky.chonky2195,"layar 6,9"" jd inget Mi Max 3
Hp layar lebar terenak buat nonton 7th lalu 🥲",0,2025-10-30T14:11:44Z
@hanifkasyfillah,"kayanya tahun² ke depan china beneran mau merangin amerika cs.

selama ini cuma nyantai aja jadi supplier barang mewah yg di-rebranding ama yg ngeklaim produknya bagus.

selama ini ga ngelawan kalo dikatain barang china barang abal. dan sekarang kayanya beneran mau serius nyaingin pasar yg ada.",0,2025-10-30T14:08:51Z
@Cukuptahu-j1r,Mantap dehhh,0,2025-10-30T14:03:40Z
@setiawan5151,"Apa daya Cuma mampu beli redmi 10 2022 blm update lgi ,  jngan lupa bersyukur kawan²",0,2025-10-30T14:02:51Z
@demorpic,"Percuma beli xiomi mahal"" tapi fitur split screen  dihilangkan 😅",0,2025-10-30T14:02:43Z
@aprilday6893,"ada casing khusus ada tombol kyk game boy ,bisa buat main game dr layar belakang xiaomi 17 pro max",0,2025-10-30T13:58:14Z
@GidionYoel,Bang riview realme 15T 5g  terbaru,0,2025-10-30T13:56:16Z
@mochamaddanan4940,brp harganya ya xiaomi ini?,0,2025-10-30T13:56:03Z
@mieseuhahh,Allahumasolli a'lasayyidina muhammad aja dulu😇,0,2025-10-30T13:54:27Z
@Hendz-x5l,review Vivo x300 🎉🎉,1,2025-10-30T13:52:19Z
@ingundamwetrust,Hape yg bisa buat Setrika baju😂,0,2025-10-30T13:52:14Z
@aanefendi4207,"Ini ibarat tukang cover lagu yang dipuji kalo hasil cover nya lebih bagus dari penyanyi aslinya
Motor yang makin keren setelah di modifikasi
😅😅😅",0,2025-10-30T13:51:26Z
